henvendelse_id,kunde_id,dato,kanal,tekst
H005790,K111099,2025-02-09,telefon,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H015576,K130826,2025-02-09,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H014514,K128713,2025-02-09,telefon,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H019267,K138244,2025-02-09,telefon,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H020018,K139696,2025-02-09,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H003337,K106513,2025-02-09,chat,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos Handelsbanken.
H003404,K106632,2025-02-09,e-post,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H005417,K110405,2025-02-09,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H009117,K117817,2025-02-09,e-post,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.3 % når nye kunder får bedre betingelser?
H010084,K119777,2025-02-09,chat,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H008652,K116976,2025-02-10,telefon,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H019250,K138207,2025-02-10,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H014627,K128941,2025-02-10,telefon,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H005786,K111094,2025-02-10,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H019669,K139058,2025-02-10,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H007495,K114642,2025-02-10,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H002843,K105557,2025-02-10,telefon,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Nordea."
H019742,K139168,2025-02-10,e-post,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H001406,K102768,2025-02-10,e-post,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.12 % når nye kunder får bedre betingelser?
H018496,K136595,2025-02-10,e-post,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H018725,K137103,2025-02-10,chat,"Har fått tilbud fra Bulder på 4.92 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H013123,K125897,2025-02-10,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H004631,K108903,2025-02-10,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H002109,K104125,2025-02-10,chat,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H005915,K111365,2025-02-10,chat,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H011871,K123358,2025-02-10,chat,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H009690,K118990,2025-02-10,telefon,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H019891,K139451,2025-02-10,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H009888,K119378,2025-02-10,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H008905,K117405,2025-02-10,e-post,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H000842,K101731,2025-02-10,telefon,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H014518,K128719,2025-02-10,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H017565,K134814,2025-02-10,chat,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H010239,K120112,2025-02-10,chat,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H007013,K113675,2025-02-10,e-post,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H008676,K117021,2025-02-10,telefon,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H013575,K126909,2025-02-10,chat,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 4.92 % når nye kunder får bedre betingelser?
H011319,K122284,2025-02-10,telefon,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H013494,K126715,2025-02-11,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H019365,K138462,2025-02-11,chat,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H017747,K135157,2025-02-11,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H008074,K115772,2025-02-11,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H004586,K108804,2025-02-11,telefon,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H007545,K114724,2025-02-11,telefon,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 4.81 % når nye kunder får bedre betingelser?
H006575,K112722,2025-02-11,chat,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H009295,K118163,2025-02-11,telefon,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H012241,K124145,2025-02-11,telefon,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H005127,K109851,2025-02-11,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H009462,K118533,2025-02-11,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H002487,K104821,2025-02-11,telefon,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H018631,K136898,2025-02-11,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H008809,K117255,2025-02-11,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H003530,K106848,2025-02-11,e-post,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H002942,K105742,2025-02-11,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H009760,K119147,2025-02-11,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H019638,K139005,2025-02-11,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H002485,K104817,2025-02-11,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H001123,K102238,2025-02-11,e-post,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H016891,K133439,2025-02-11,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H016085,K131818,2025-02-11,chat,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H018932,K137547,2025-02-11,e-post,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med en annen bank."
H003504,K106804,2025-02-11,telefon,"Har fått tilbud fra Danske Bank på 5.29 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H016079,K131806,2025-02-11,telefon,"Har fått tilbud fra Handelsbanken på 5.2 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H015039,K129735,2025-02-11,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H000597,K101270,2025-02-11,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H013998,K127711,2025-02-12,e-post,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H019874,K139429,2025-02-12,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H014092,K127878,2025-02-12,telefon,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H005426,K110429,2025-02-12,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H007666,K114930,2025-02-12,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H016819,K133273,2025-02-12,telefon,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H001912,K103765,2025-02-12,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H004761,K109134,2025-02-12,telefon,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H014171,K128030,2025-02-12,telefon,"Hei, jeg vurderer å flytte boliglånet mitt. Handelsbanken tilbyr 5.04 % – kan dere matche det?"
H018845,K137343,2025-02-12,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H007590,K114809,2025-02-12,e-post,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H005560,K110684,2025-02-12,telefon,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H009655,K118924,2025-02-12,telefon,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H019334,K138376,2025-02-12,telefon,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H011224,K122120,2025-02-12,telefon,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H004455,K108538,2025-02-12,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H005800,K111122,2025-02-12,telefon,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H001251,K102490,2025-02-12,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H009339,K118262,2025-02-12,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H017325,K134308,2025-02-12,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H011198,K122067,2025-02-12,chat,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H017381,K134421,2025-02-12,chat,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Handelsbanken."
H017292,K134237,2025-02-12,chat,"Har fått tilbud fra Handelsbanken på 5.26 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H004822,K109283,2025-02-12,chat,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H002777,K105410,2025-02-12,telefon,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H011869,K123354,2025-02-12,e-post,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H010001,K119591,2025-02-13,telefon,"Har fått tilbud fra en annen bank på 5.35 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H012847,K125346,2025-02-13,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H018133,K135864,2025-02-13,e-post,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H001028,K102081,2025-02-13,telefon,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H008624,K116902,2025-02-13,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H009257,K118092,2025-02-13,telefon,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H017979,K135596,2025-02-13,e-post,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H001594,K103148,2025-02-13,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H016703,K133022,2025-02-13,e-post,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H019273,K138270,2025-02-13,chat,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H014861,K129411,2025-02-13,chat,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H017524,K134715,2025-02-13,e-post,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H019719,K139141,2025-02-13,e-post,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H014266,K128195,2025-02-13,chat,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H001446,K102850,2025-02-13,chat,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H014184,K128051,2025-02-13,telefon,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H012855,K125364,2025-02-13,e-post,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H014818,K129326,2025-02-13,e-post,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H008127,K115887,2025-02-13,telefon,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H006854,K113275,2025-02-13,chat,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H000916,K101866,2025-02-13,e-post,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H018381,K136364,2025-02-13,e-post,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H009171,K117915,2025-02-13,telefon,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H012235,K124128,2025-02-13,chat,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H009595,K118787,2025-02-13,telefon,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H012245,K124154,2025-02-13,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H009566,K118733,2025-02-13,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H016962,K133576,2025-02-13,chat,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H009176,K117921,2025-02-13,e-post,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H016231,K132092,2025-02-13,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H007177,K114029,2025-02-14,e-post,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H011467,K122565,2025-02-14,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H002150,K104204,2025-02-14,telefon,"Hei, jeg vurderer å flytte boliglånet mitt. en annen bank tilbyr 5.03 % – kan dere matche det?"
H013685,K127139,2025-02-14,telefon,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H010855,K121360,2025-02-14,e-post,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.31 % når nye kunder får bedre betingelser?
H016905,K133465,2025-02-14,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H002718,K105287,2025-02-14,telefon,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H010338,K120310,2025-02-14,chat,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H005736,K111006,2025-02-14,telefon,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H016540,K132747,2025-02-14,e-post,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H008299,K116227,2025-02-14,chat,"Hei, jeg vurderer å flytte boliglånet mitt. DNB tilbyr 5.05 % – kan dere matche det?"
H017149,K133948,2025-02-14,e-post,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H010584,K120779,2025-02-14,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H014660,K128994,2025-02-14,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H015246,K130185,2025-02-14,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H016070,K131795,2025-02-14,e-post,"Har fått tilbud fra Bulder på 5.29 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H009598,K118799,2025-02-14,telefon,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H015965,K131572,2025-02-14,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H012072,K123790,2025-02-14,telefon,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H013586,K126932,2025-02-14,e-post,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H010959,K121588,2025-02-14,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H012932,K125516,2025-02-14,e-post,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H004727,K109056,2025-02-14,e-post,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H014502,K128693,2025-02-14,chat,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H017550,K134785,2025-02-14,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H009076,K117742,2025-02-15,chat,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H000272,K100556,2025-02-15,chat,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos Handelsbanken.
H007892,K115385,2025-02-15,e-post,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H011878,K123371,2025-02-15,e-post,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H001556,K103042,2025-02-15,e-post,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H017705,K135083,2025-02-15,telefon,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H010432,K120478,2025-02-15,e-post,"Har fått tilbud fra Danske Bank på 5.1 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
